name,BCELoss,IsotonicBCE,Focal Loss,IsotonicFocal,Dice++Loss
1ve,0.0007777679,0.027272727,0.013870899,0.0,0.0025189836
2gc,0.00060251774,0.0,0.016798614,0.0,0.0027660248
3r9,0.0005660081,0.0,0.03814175,0.036144577,0.0028010746
2zd,0.0011087143,0.027272727,0.017557321,0.0,0.0039381166
3qc,0.00051591615,0.0,0.056548335,0.036144577,0.0032564371
6cj,0.00049237616,0.0,0.7941998,0.52272725,0.0029001972
5ob,0.0006816341,0.0,0.06575609,0.036144577,0.0026192016
3qc,0.0004755639,0.0,0.044834293,0.036144577,0.0032506264
6cj,0.0005101595,0.0,0.8167911,0.52272725,0.0028976293
5kk,0.00038455613,0.0,0.014847627,0.0,0.0025293194
3wi,0.000461693,0.0,0.027517676,0.0,0.0024945224
4zt,0.0006743843,0.0,0.09511793,0.0625,0.0027031114
3ps,0.0003970272,0.0,0.009440868,,0.0024049021
3cq,0.000624437,0.0,0.012129211,0.0,0.0025666165
3ot,0.00041737285,0.0,0.014012163,0.0,0.0025874686
6f3,0.0004966993,0.0,0.045713235,0.036144577,0.0031326578
4g3,0.0010297485,0.027272727,0.014479647,0.0,0.004115431
4wh,0.0011968875,0.027272727,0.018088683,0.0,0.0039214916
3da,0.0063353726,0.035714287,0.018942548,0.0,0.004116584
3wf,0.0006010978,0.0,0.015950453,0.0,0.0025535708
6fy,0.00048489458,0.0,0.036930073,0.036144577,0.0036851629
5uz,0.0007432048,0.027272727,0.013481879,0.0,0.0025055024
2vg,0.0011140874,0.027272727,0.21461701,0.2682927,0.0028494773
3pp,0.00039768082,0.0,0.009298181,,0.0024060854
1re,0.0006785486,0.0,0.012535668,0.0,0.002628732
3v0,0.00045955836,0.0,0.022512045,0.0,0.0027206866
4de,0.0007216044,0.027272727,0.053362597,0.036144577,0.002711022
5jq,0.0014811045,0.027272727,0.03715242,0.036144577,0.0029213463
5kn,0.24350075,0.075630255,0.017652879,0.0,0.0028342595
2yw,0.0005345219,0.0,0.015283395,0.0,0.0025033155
5wv,0.0020065354,0.027272727,0.089219026,0.0625,0.0030988099
2du,0.0039097117,0.027272727,0.039318487,0.036144577,0.0033674268
2oj,0.000693732,0.0,0.013846976,0.0,0.002572802
1h1,0.0005835763,0.0,0.06847057,0.036144577,0.0029076778
4qm,0.00045089028,0.0,0.010452428,0.0,0.0025112554
6cj,0.0006256844,0.0,0.6934614,0.52272725,0.0029107525
2xn,0.00055681606,0.0,0.032348078,0.036144577,0.0029266481
4tx,0.0004533603,0.0,0.03831254,0.036144577,0.0024018737
5aa,0.0006629419,0.0,0.07372082,0.036144577,0.0027414644
4gv,0.0006610088,0.0,0.01295461,0.0,0.002471198
3we,0.0005338218,0.0,0.01892757,0.0,0.0026842784
1h2,0.00049527694,0.0,0.020965502,0.0,0.0027393028
3qc,0.0005211299,0.0,0.059367564,0.036144577,0.0032746645
2xk,0.00059841806,0.0,0.021370603,0.0,0.002645339
6n3,0.0006107643,0.0,0.024222884,0.0,0.003745136
5ih,0.0011214653,0.027272727,0.018074976,0.0,0.0026652706
5ho,0.00047442518,0.0,0.05439016,0.036144577,0.003373921
3ra,0.001410247,0.027272727,0.03338907,0.036144577,0.0029005927
3l9,0.00073161937,0.027272727,0.011133514,0.0,0.002518326
5op,0.0004572538,0.0,0.014548406,0.0,0.0027715282
4kb,0.0012768868,0.027272727,0.0262388,0.0,0.003020536
4qy,0.00047250566,0.0,0.014580654,0.0,0.002584133
2yi,0.0005106364,0.0,0.0639296,0.036144577,0.0023914329
3ej,0.0005633066,0.0,0.03684757,0.036144577,0.002666967
1di,0.0014354262,0.027272727,0.044425216,0.036144577,0.0029818858
4jx,0.0004579611,0.0,0.050516084,0.036144577,0.003547958
5au,0.0004813179,0.0,0.028914394,0.0,0.0022545091
5os,0.0006414522,0.0,0.07009965,0.036144577,0.0026767652
5t8,0.00071887946,0.027272727,0.013647205,0.0,0.0044827163
3th,0.0007397706,0.027272727,0.015422409,0.0,0.0026207566
5op,0.00045091673,0.0,0.0140042,0.0,0.0026523354
1yk,0.0006053117,0.0,0.052143425,0.036144577,0.0028704817
1px,0.0009208903,0.027272727,0.03175495,0.036144577,0.0026441854
3vb,0.0004632337,0.0,0.03117318,0.036144577,0.002996005
6qf,0.00059197826,0.0,0.016788332,0.0,0.0029591434
3fy,0.001221029,0.027272727,0.020409212,0.0,0.003105142
4an,0.00040822584,0.0,0.01799854,0.0,0.002563197
6hm,0.0007571407,0.027272727,0.015346834,0.0,0.0028776762
2x6,0.001805443,0.027272727,0.08404646,0.038606167,0.0031010748
2iw,0.0006888207,0.0,0.03695821,0.036144577,0.0026954287
4mb,0.0003738414,,0.009294246,,0.0024215714
4d2,0.06204185,0.075630255,0.020095762,0.0,0.002678856
5lo,0.00065860327,0.0,0.04656458,0.036144577,0.0026382178
2ow,0.0006785218,0.0,0.017931733,0.0,0.0025438196
2c1,0.001327892,0.027272727,0.013215725,0.0,0.0027038814
2wi,0.00056508445,0.0,0.04875161,0.036144577,0.0028108533
1px,0.0005712161,0.0,0.042323373,0.036144577,0.0028000083
1yh,0.00043583926,0.0,0.043309316,0.036144577,0.0031163015
5es,0.004468433,0.02840336,0.037907414,0.036144577,0.0028830364
5au,0.0004881516,0.0,0.02309388,0.0,0.0023731976
4d2,0.00090752414,0.027272727,0.017839087,0.0,0.0029492022
1g5,0.00230306,0.027272727,0.039161038,0.036144577,0.0030672026
2r3,0.00091633725,0.027272727,0.049401157,0.036144577,0.0027858724
3io,0.0005198422,0.0,0.06784815,0.036144577,0.0034619623
3qt,0.0012007515,0.027272727,0.034738902,0.036144577,0.0029107968
6t6,0.003379751,0.027272727,0.037595984,0.036144577,0.0029005555
2a4,0.00079098076,0.027272727,0.06163131,0.036144577,0.0027044474
3pa,0.0004597341,0.0,0.0118925935,0.0,0.0024670076
5z1,0.00057476974,0.0,0.018123973,0.0,0.0031302094
5cs,0.00039455906,0.0,0.010803212,0.0,0.0023885986
2r3,0.0009272114,0.027272727,0.02799405,0.0,0.0026589632
4nw,0.00084035064,0.027272727,0.04449154,0.036144577,0.002936744
3qt,0.0005504931,0.0,0.04213132,0.036144577,0.0027963454
2we,0.0005123566,0.0,0.042905405,0.036144577,0.002785703
4en,0.00043142028,0.0,0.026869629,0.0,0.0029738236
2jb,0.0007527016,0.027272727,0.06422558,0.036144577,0.002462391
2jd,0.0009284918,0.027272727,0.010313283,0.0,0.0025532648
3h0,0.0008207396,0.027272727,0.06304115,0.036144577,0.0028681608
6e2,0.33900487,0.075630255,0.011366236,0.0,0.006647253
6e4,0.028175164,0.05882353,0.04273949,0.036144577,0.0036905555
3fp,0.00090702286,0.027272727,0.020916041,0.0,0.0029109463
3ii,0.0003778675,0.0,0.008823844,,0.002360943
3fv,0.002165116,0.027272727,0.019091023,0.0,0.0049593407
2r3,0.00094097614,0.027272727,0.029175367,0.0,0.0026478937
1un,0.0006721629,0.0,0.10254944,0.0625,0.002978885
6g4,0.00095306395,0.027272727,0.013912684,0.0,0.003432196
4kb,0.0007124392,0.027272727,0.018462023,0.0,0.0030009742
2yc,0.0005003163,0.0,0.06710609,0.036144577,0.0024139625
5m5,0.00068990997,0.0,0.015734067,0.0,0.0024841572
2r9,0.036786873,0.05882353,0.036254596,0.036144577,0.009188022
4eh,0.00039309112,0.0,0.009440191,,0.0024116074
3qx,0.0005269086,0.0,0.04626517,0.036144577,0.0027994437
6o8,0.00046745772,0.0,0.071397506,0.036144577,0.0029037679
1px,0.00095400965,0.027272727,0.02974361,0.0,0.002639405
2x3,0.00060274266,0.0,0.013325355,0.0,0.0025681818
3tn,0.0015793398,0.027272727,0.44372955,0.3432836,0.003923798
6hk,0.3623873,0.075630255,0.06522531,0.036144577,0.022746358
3eo,0.0005698039,0.0,0.039346684,0.036144577,0.0026692573
5tx,0.0004115343,0.0,0.02384086,0.0,0.002385385
5au,0.00048834266,0.0,0.022286383,0.0,0.0023760137
4mb,0.00045434685,0.0,0.04873939,0.036144577,0.003552654
3fy,0.0012035634,0.027272727,0.021205952,0.0,0.0031150647
3rk,0.0005588359,0.0,0.040023584,0.036144577,0.0028064435
1px,0.000907149,0.027272727,0.029938977,0.0,0.0026445338
2o2,0.005079391,0.035714287,0.017074864,0.0,0.004802589
4dt,0.00047573954,0.0,0.05132613,0.036144577,0.0034826496
5a5,0.012549604,0.035714287,0.048963953,0.036144577,0.0031366514
2x6,0.00088712,0.027272727,0.059952024,0.036144577,0.0028836846
2iw,0.00052234484,0.0,0.045941677,0.036144577,0.0027177292
5ho,0.00066075503,0.0,0.06528989,0.036144577,0.0032207784
4yp,0.00042280238,0.0,0.038737502,0.036144577,0.0029232036
4an,0.00042613392,0.0,0.015326484,0.0,0.002751738
2i4,0.0015665189,0.027272727,0.05028387,0.036144577,0.002937956
2vu,0.0005701184,0.0,0.04326466,0.036144577,0.0027360232
5ne,0.0006323288,0.0,0.09899298,0.0625,0.0029213668
5tw,0.001338966,0.027272727,0.01877466,0.0,0.0028535014
5au,0.00049182784,0.0,0.022982027,0.0,0.0023744025
2yc,0.00046884417,0.0,0.10671091,0.0877416,0.002405979
5os,0.00064964435,0.0,0.06877844,0.036144577,0.002676038
5op,0.00044141887,0.0,0.014553732,0.0,0.0026113049
4ob,0.0004046701,0.0,0.016788742,0.0,0.0026382129
2yi,0.00046630698,0.0,0.1242674,0.11230144,0.0024048714
1e9,0.00051871495,0.0,0.0453497,0.036144577,0.0027777427
6p3,0.0005100974,0.0,0.025919281,0.0,0.0027706611
5x8,0.00048745854,0.0,0.03681139,0.036144577,0.0034887586
3l9,0.00071932934,0.027272727,0.011457764,0.0,0.002504778
2ye,0.0005290048,0.0,0.01409428,0.0,0.00250373
2iw,0.000733747,0.027272727,0.031295057,0.036144577,0.0027203825
3ef,0.0011682487,0.027272727,0.0826208,0.036144577,0.0030494481
2p3,0.0011273447,0.027272727,0.017544052,0.0,0.0037299392
3ns,0.0007466965,0.027272727,0.04126032,0.036144577,0.002782036
5di,0.0004576432,0.0,0.037611708,0.036144577,0.0029167535
3rk,0.00056565244,0.0,0.040091727,0.036144577,0.0028047536
5my,0.0007275833,0.027272727,0.0637268,0.036144577,0.0031920762
4an,0.0004271975,0.0,0.015070306,0.0,0.002750995
5k0,0.0016022025,0.027272727,0.018805642,0.0,0.0031656162
5kz,0.00047767055,0.0,0.04950762,0.036144577,0.0034828251
4uz,0.0007969038,0.027272727,0.112899184,0.11111111,0.002829662
2yc,0.00053013826,0.0,0.11468395,0.11111111,0.002506487
3f6,0.00043881018,0.0,0.10247788,0.0625,0.00306978
5v1,0.0014264189,0.027272727,0.010027421,0.0,0.0035496373
3qt,0.00055335485,0.0,0.03737803,0.036144577,0.0027997287
3co,0.00061989244,0.0,0.08663315,0.0625,0.002718899
5cs,0.00036891623,,0.012438607,0.0,0.0024243144
4id,0.0009493767,0.027272727,0.020774087,0.0,0.029285962
6e2,0.008550182,0.035714287,0.010499246,0.0,0.0038582617
5m5,0.00059688353,0.0,0.016719129,0.0,0.0026074355
4en,0.00048638796,0.0,0.039973825,0.036144577,0.003408087
4rl,0.0005464015,0.0,0.034228433,0.036144577,0.0024504075
2r3,0.0008594941,0.027272727,0.033431165,0.036144577,0.002685084
3qq,0.00055768446,0.0,0.04375544,0.036144577,0.0028005475
3tn,0.001555422,0.027272727,0.3940609,0.3432836,0.005880609
3nu,0.00051223545,0.0,0.062989675,0.036144577,0.0032892956
2r3,0.004796457,0.032988414,0.033391956,0.036144577,0.0034159399
5z1,0.0004963576,0.0,0.028473536,0.0,0.0031733147
5di,0.00048262774,0.0,0.05239724,0.036144577,0.00348037
2pz,0.0006419454,0.0,0.036695834,0.036144577,0.0027622406
3s1,0.0018407274,0.027272727,0.024901576,0.0,0.0029311085
3pa,0.0004331283,0.0,0.016142221,0.0,0.0025615506
2r6,0.0026403768,0.027272727,0.039025456,0.036144577,0.0029610305
3pa,0.0004800272,0.0,0.015141106,0.0,0.0025378487
2r3,0.0009448194,0.027272727,0.029347908,0.0,0.0026570242
1un,0.00076040503,0.027272727,0.10570652,0.06872357,0.0030309113
2c4,0.0006492996,0.0,0.056990292,0.036144577,0.00289196
6mt,0.00047858665,0.0,0.051845513,0.036144577,0.0034821087
3qt,0.001506267,0.027272727,0.03264031,0.036144577,0.002902262
2e9,0.0005258758,0.0,0.01696331,0.0,0.0025073693
5or,0.0006482411,0.0,0.07244862,0.036144577,0.0026799683
3kb,0.0011550357,0.027272727,0.016745692,0.0,0.0025794548
3wz,0.00048808297,0.0,0.027645053,0.0,0.0031605181
5tu,0.000479149,0.0,0.04918371,0.036144577,0.0030384304
4al,0.00045703116,0.0,0.04749398,0.036144577,0.0035457585
6hj,0.0005674344,0.0,0.09256965,0.0625,0.0026317865
5o1,0.000516738,0.0,0.049125552,0.036144577,0.0033871566
2xr,0.0007862714,0.027272727,0.069948465,0.036144577,0.0026853625
4w4,0.0014971851,0.027272727,0.014420291,0.0,0.0034348038
2c3,0.0004636987,0.0,0.015703142,0.0,0.0025592283
4j5,0.00071416755,0.027272727,0.01666776,0.0,0.0025341203
3mb,0.0003921102,0.0,0.01724912,0.0,0.0026940985
3lq,0.0029999928,0.027272727,0.32504576,0.3432836,0.0037903048
3ig,0.00095307623,0.027272727,0.029742703,0.0,0.0026452306
5oq,0.00045273622,0.0,0.016320374,0.0,0.0026580088
5a4,0.011661922,0.035714287,0.046494752,0.036144577,0.0031333389
2c6,0.0008267928,0.027272727,0.028533773,0.0,0.002629772
1py,0.00369488,0.027272727,0.034166217,0.036144577,0.0030173569
1v0,0.00091062766,0.027272727,0.030452223,0.0,0.0029810555
6gv,0.0006559579,0.0,0.04598951,0.036144577,0.0027483343
5ct,0.00037914072,0.0,0.009361204,,0.0026179487
4h3,0.0027137294,0.027272727,0.022803579,0.0,0.003996497
2x8,0.00046814527,0.0,0.013766358,0.0,0.002572079
3ag,0.0006314029,0.0,0.012285097,0.0,0.0025595666
4xh,0.00047551809,0.0,0.051315192,0.036144577,0.0034779762
5kx,0.00040893388,0.0,0.05371595,0.036144577,0.0028167656
6qg,0.0006766275,0.0,0.018880425,0.0,0.0027543786
4w4,0.0015780719,0.027272727,0.014280887,0.0,0.00343249
5o1,0.0008267262,0.027272727,0.121417515,0.11111111,0.0030422981
2vt,0.0019184996,0.027272727,0.042721253,0.036144577,0.003112541
3ma,0.0004737491,0.0,0.04558668,0.036144577,0.0030979658
2g9,0.0005860908,0.0,0.05164208,0.036144577,0.0027845323
2gu,0.0007771349,0.027272727,0.013624327,0.0,0.0025414084
3ig,0.009377575,0.035714287,0.034786157,0.036144577,0.0028301924
5mr,0.00051696907,0.0,0.046649523,0.036144577,0.0033007183
5k4,0.0025770417,0.027272727,0.03371489,0.036144577,0.003116328
4af,0.0020266473,0.027272727,0.23821715,0.3432836,0.0027655382
3zl,0.0004753572,0.0,0.018247003,0.0,0.0028828995
2yd,0.00049916666,0.0,0.015977029,0.0,0.0026272957
2o6,0.00045801635,0.0,0.050413795,0.036144577,0.0035491467
6gu,0.0010220931,0.027272727,0.12953007,0.13513513,0.0033518313
2c5,0.0005076438,0.0,0.04142516,0.036144577,0.0027840424
4cf,0.0005356687,0.0,0.026241276,0.0,0.002687731
2z7,0.0012208045,0.027272727,0.03522524,0.036144577,0.0027153313
4wr,0.00047936922,0.0,0.05051619,0.036144577,0.003479636
1aq,0.0016393081,0.027272727,0.026618041,0.0,0.002959713
2o6,0.0004608031,0.0,0.047849506,0.036144577,0.0035458212
6oy,0.0044436306,0.028056676,0.015047144,0.0,0.005295611
5mx,0.0013642448,0.027272727,0.038147163,0.036144577,0.0031390095
2vt,0.0009356603,0.027272727,0.028574483,0.0,0.0026468867
2c6,0.0007887216,0.027272727,0.03011206,0.0,0.002629167
2vt,0.012671958,0.035714287,0.032354556,0.036144577,0.0032335462
5ui,0.00039644804,0.0,0.03275947,0.036144577,0.002551371
3s0,0.0006750202,0.0,0.03893146,0.036144577,0.0029544001
4y7,0.00047120583,0.0,0.043006197,0.036144577,0.0031294238
3bw,0.00048409402,0.0,0.05274447,0.036144577,0.0035239896
2i0,0.0007135073,0.027272727,0.020870857,0.0,0.0025458073
3cg,0.0013417284,0.027272727,0.0163506,0.0,0.0039293612
5hk,0.000462966,0.0,0.039609298,0.036144577,0.0031720467
5uo,0.002185804,0.027272727,0.011856349,0.0,0.0035096784
4w4,0.0013274034,0.027272727,0.017590145,0.0,0.003611362
4eo,0.00065204146,0.0,0.028404249,0.0,0.0028042626
3uz,0.0008173396,0.027272727,0.01767869,0.0,0.002780483
2vt,0.001554353,0.027272727,0.03148344,0.036144577,0.0031223823
4gc,0.0005814119,0.0,0.081518576,0.036144577,0.003146769
5or,0.00064112,0.0,0.068455406,0.036144577,0.002677693
2c6,0.0006400348,0.0,0.04028101,0.036144577,0.0026790868
2r7,0.00052081357,0.0,0.0611964,0.036144577,0.0032894895
4zk,0.00051146996,0.0,0.036803816,0.036144577,0.002812626
4eo,0.0006478133,0.0,0.040755775,0.036144577,0.0027187373
3an,0.006199794,0.035714287,0.06854466,0.036144577,0.0029126587
5or,0.00064764824,0.0,0.07687046,0.036144577,0.0026832395
4j5,0.00071461033,0.027272727,0.015721062,0.0,0.0025317916
5mq,0.00083616446,0.027272727,0.020633874,0.0,0.0027869986
6gu,0.00056403084,0.0,0.034540884,0.036144577,0.0027674064
6hj,0.0006390845,0.0,0.08806108,0.0625,0.0027015463
4w4,0.002424167,0.027272727,0.016518306,0.0,0.003971981
4u7,0.0028749015,0.027272727,0.018220281,0.0,0.0052882694
6c3,0.00040651322,0.0,0.017278107,0.0,0.002400969
5oq,0.0004973503,0.0,0.013895079,0.0,0.0025990559
5ax,0.00044713335,0.0,0.024326839,0.0,0.0029519715
5kx,0.0004869514,0.0,0.047620274,0.036144577,0.003045791
1vy,0.0008542804,0.027272727,0.030590525,0.0,0.002794257
2e9,0.00052988593,0.0,0.015001882,0.0,0.0025036132
4af,0.0013538116,0.027272727,0.025087329,0.0,0.0029470911
3s0,0.0005544041,0.0,0.040262118,0.036144577,0.0027993664
4al,0.00047827084,0.0,0.035754465,0.036144577,0.0035856445
4h5,0.0003799686,0.0,0.009110881,,0.0023582152
6g3,0.00052162807,0.0,0.039176155,0.036144577,0.0032366032
3cg,0.0011193372,0.027272727,0.017814172,0.0,0.0037316368
5v5,0.00073801907,0.027272727,0.017948652,0.0,0.005086353
2ym,0.00042417253,0.0,0.014710115,0.0,0.0024969701
2ho,0.00044390978,0.0,0.01601748,0.0,0.0025246283
1dm,0.0012815966,0.027272727,0.037211314,0.036144577,0.0031149609
3am,0.00083085854,0.027272727,0.017237695,0.0,0.0026410976
2c6,0.00064237294,0.0,0.03937776,0.036144577,0.002680073
5a4,0.011712736,0.035714287,0.04856568,0.036144577,0.0031354781
4n6,0.00065189326,0.0,0.053451903,0.036144577,0.0037615376
5hn,0.00047490362,0.0,0.056898564,0.036144577,0.0033797782
4eo,0.0005743519,0.0,0.030138941,0.0,0.0026876517
2qh,0.00043155375,0.0,0.01571988,0.0,0.002519209
2ym,0.00042655235,0.0,0.013477256,0.0,0.0024061368
2vt,0.0009292357,0.027272727,0.02814889,0.0,0.0026477186
3ti,0.00059542636,0.0,0.040537383,0.036144577,0.0027814459
6e9,0.00090665213,0.027272727,0.0130171385,0.0,0.0025177093
4by,0.0008580625,0.027272727,0.11897279,0.11111111,0.0027428025
6i5,0.00050262053,0.0,0.032603007,0.036144577,0.0033456201
3d4,0.00039829506,0.0,0.009113684,,0.0023843255
3qu,0.00056708755,0.0,0.041312836,0.036144577,0.0028041452
2o6,0.0004589472,0.0,0.048907325,0.036144577,0.0035423655
5a4,0.012027743,0.035714287,0.048172258,0.036144577,0.0031395138
3zo,0.00091315346,0.027272727,0.014377525,0.0,0.0026372545
2x8,0.0008500596,0.027272727,0.117630854,0.11111111,0.002620546
6gu,0.001828439,0.027272727,0.18575685,0.2682927,0.0033438443
2c5,0.0005038156,0.0,0.04278068,0.036144577,0.0027840075
2yd,0.00052070286,0.0,0.016318744,0.0,0.0025084775
2gn,0.00069629966,0.027272727,0.012690018,0.0,0.0025285147
4bd,0.00048297495,0.0,0.08298318,0.036144577,0.002455579
1oi,0.002427525,0.027272727,0.02690136,0.0,0.002883915
4bg,0.008181933,0.035714287,0.033049736,0.036144577,0.003051639
5f9,0.0006804849,0.0,0.01932416,0.0,0.0026989845
2oh,0.0006995965,0.027272727,0.013874767,0.0,0.002574644
4db,0.00040281803,0.0,0.010195076,0.0,0.0023770707
5eo,0.00047963113,0.0,0.05081824,0.036144577,0.0034794505
2bt,0.0013696958,0.027272727,0.051207315,0.036144577,0.0031096395
4qf,0.8945499,0.88372093,0.07755568,0.036144577,0.3522411
2hx,0.00051899016,0.0,0.014349926,0.0,0.002490898
4lm,0.00040906572,0.0,0.015445053,0.0,0.0028330833
3g9,0.0030874487,0.027272727,0.019089432,0.0,0.0058378763
1jv,0.0024572252,0.027272727,0.03803,0.036144577,0.0030025253
1xh,0.0006251855,0.0,0.012253054,0.0,0.002556896
3pt,0.017216876,0.035714287,0.016246704,0.0,0.0091477055
6f1,0.00088085583,0.027272727,0.018132586,0.0,0.0026992462
2j2,0.0004832144,0.0,0.056087643,0.036144577,0.0035255167
3mv,0.00057232997,0.0,0.012262829,0.0,0.0025303434
2wp,0.0005753831,0.0,0.059318285,0.036144577,0.0028132496
4cq,0.00039503875,0.0,0.011381748,0.0,0.0025044682
2pe,0.0004903521,0.0,0.05198132,0.036144577,0.0035324555
5w4,0.0011167438,0.027272727,0.01611518,0.0,0.0029008384
3kv,0.010170321,0.035714287,0.02546785,0.0,0.0072905063
3r2,0.0010195529,0.027272727,0.081611715,0.036144577,0.002813929
6eg,0.0008461645,0.027272727,0.012221146,0.0,0.0025391465
4bd,0.0005457069,0.0,0.08645855,0.0625,0.0025330575
4rv,0.00048458387,0.0,0.013449213,0.0,0.0027589574
2gn,0.00060265645,0.0,0.012406193,0.0,0.002486195
2ok,0.013461656,0.035714287,0.018989742,0.0,0.007393353
3vq,0.0008587369,0.027272727,0.013823731,0.0,0.0025534725
4yl,0.003263946,0.027272727,0.040171858,0.036144577,0.0029025548
3fi,0.0035308492,0.027272727,0.028837461,0.0,0.010389786
4e2,0.00036642462,,0.0089768255,,0.0024615184
2xe,0.00043959753,0.0,0.016014796,0.0,0.002496856
3le,0.0008137015,0.027272727,0.040038873,0.036144577,0.002739782
1xh,0.0009739631,0.027272727,0.011471554,0.0,0.002510945
4rv,0.00043939997,0.0,0.017508088,0.0,0.0024481986
1ke,0.0025628326,0.027272727,0.04233832,0.036144577,0.0030013078
3r8,0.0010113751,0.027272727,0.03228432,0.036144577,0.0028825633
1uw,0.00039147955,0.0,0.0096392585,0.0,0.0023885155
4a7,0.0006611613,0.0,0.052964263,0.036144577,0.003758475
3my,0.00064152095,0.0,0.032368846,0.036144577,0.002976736
4gw,0.00048725228,0.0,0.048404153,0.036144577,0.0035135127
2gd,0.0005550899,0.0,0.015792763,0.0,0.0025946097
4a4,0.00081704365,0.027272727,0.016774265,0.0,0.0025127826
4ja,0.001179766,0.027272727,0.08258564,0.036144577,0.0026904726
5y8,0.0017470531,0.027272727,0.048042536,0.036144577,0.004532967
4it,0.00037403425,,0.018946197,0.0,0.0023529262
1ol,0.00049800327,0.0,0.02034143,0.0,0.0027389573
3ez,0.054478373,0.05882353,0.037886117,0.036144577,0.0031333952
2uz,0.00051438116,0.0,0.043691985,0.036144577,0.002777473
4lm,0.00046466483,0.0,0.029117716,0.0,0.0031321384
6ft,0.00046805356,0.0,0.041566417,0.036144577,0.0032724817
3qk,0.0005773498,0.0,0.013842698,0.0,0.002461049
4xv,0.00040380075,0.0,0.011445552,0.0,0.0029426627
4qf,0.0077925352,0.035714287,0.22488727,0.3432836,0.008084793
4hg,0.0006875183,0.0,0.020349277,0.0,0.0030162209
2uz,0.0005125908,0.0,0.044315394,0.036144577,0.0027771322
1ur,0.0016923291,0.027272727,0.031001275,0.036144577,0.00299987
3oy,0.0080342665,0.035714287,0.02213737,0.0,0.0048384476
2w0,0.0015345432,0.027272727,0.031004656,0.036144577,0.0030141226
5ol,0.00074484333,0.027272727,0.014175232,0.0,0.002539864
4e4,0.0003732798,,0.009131132,,0.00230812
3qk,0.0009919519,0.027272727,0.014881031,0.0,0.0025858495
3lf,0.0012018776,0.027272727,0.042619426,0.036144577,0.0030119196
6b2,0.00053432066,0.0,0.1834618,0.2682927,0.003412508
2uz,0.0005133149,0.0,0.040015217,0.036144577,0.0027741625
4hg,0.0009866233,0.027272727,0.01973879,0.0,0.0026302151
4jb,0.0016014355,0.027272727,0.09381022,0.0625,0.0026812304
2b1,0.075354144,0.075630255,0.02101414,0.0,0.009107111
3px,0.0005717967,0.0,0.037871383,0.036144577,0.0027993345
4hn,0.00067862944,0.0,0.016460113,0.0,0.002612947
3fi,0.0026636892,0.027272727,0.016815705,0.0,0.00559194
5j5,0.00095233833,0.027272727,0.01409534,0.0,0.0026378161
4yl,0.0103850495,0.035714287,0.043698672,0.036144577,0.0030454292
2xj,0.0004609674,0.0,0.047448203,0.036144577,0.0035486573
1pm,0.0021674724,0.027272727,0.019347847,0.0,0.0043138154
1xh,0.00076819747,0.027272727,0.0134803,0.0,0.0025169381
4rv,0.00048125253,0.0,0.013771536,0.0,0.0027600925
3cy,0.00053146156,0.0,0.0405661,0.036144577,0.0032550662
4yl,0.0039365287,0.027272727,0.04301648,0.036144577,0.0027679447
2pe,0.00048927544,0.0,0.042952023,0.036144577,0.0035172948
3lf,0.0011204284,0.027272727,0.03680112,0.036144577,0.0026434725
3un,0.000663507,0.0,0.087585896,0.0625,0.0029212798
5vd,0.00078050245,0.027272727,0.026740102,0.0,0.003435293
4a4,0.0013914275,0.027272727,0.02525306,0.0,0.002944926
2in,0.0007587583,0.027272727,0.017813731,0.0,0.0036751444
2cn,0.00049521134,0.0,0.16719514,0.2659368,0.0024158694
4bd,0.0005077324,0.0,0.06257157,0.036144577,0.0024057124
6ib,0.0005243774,0.0,0.01954166,0.0,0.0031456682
2gn,0.0005970983,0.0,0.012153242,0.0,0.0024842895
3bl,0.0019817415,0.027272727,0.40582582,0.3432836,0.004042053
1ur,0.0004917676,0.0,0.021337628,0.0,0.0027441697
4bd,0.0004793276,0.0,0.10620978,0.07825269,0.002388102
5lv,0.0005900543,0.0,0.044829022,0.036144577,0.00351808
3qd,0.00049093226,0.0,0.08000593,0.036144577,0.0041502956
1oi,0.0011243182,0.027272727,0.037966497,0.036144577,0.00268769
2uz,0.0011106477,0.027272727,0.010080394,0.0,0.0025959206
4mq,0.007202661,0.035714287,0.043387692,0.036144577,0.0028184124
1oi,0.00051364506,0.0,0.03934236,0.036144577,0.0027737617
1oi,0.00063004886,0.0,0.030534672,0.0,0.0027072986
2xc,0.000518469,0.0,0.048221704,0.036144577,0.0032299706
4bd,0.00050613104,0.0,0.06138028,0.036144577,0.0024315987
3nl,0.0004911052,0.0,0.012448715,0.0,0.0025868285
2xi,0.00046213798,0.0,0.05005407,0.036144577,0.0035412158
4qf,0.0026280081,0.027272727,0.069482036,0.036144577,0.013081653
2bt,0.002535174,0.027272727,0.02876782,0.0,0.0030561732
2f2,0.00054696295,0.0,0.20874105,0.2682927,0.003355972
2cg,0.0005213333,0.0,0.013409701,0.0,0.0025623767
1pm,0.0037540793,0.027272727,0.012448733,0.0,0.0049168565
3rw,0.000571258,0.0,0.04089021,0.036144577,0.0035165895
1h0,0.0012414864,0.027272727,0.039281044,0.036144577,0.0030890633
3qk,0.0007691149,0.027272727,0.013396907,0.0,0.002482964
6ok,0.0009595696,0.027272727,0.04430868,0.036144577,0.0053329105
6b2,0.88543147,0.5,0.5997389,0.5,0.24714647
